"","IndexExp","ExpVal"
"1",1,20.9502759823046
"2",2,19.3796156495158
"3",3,20.5034028689994
"4",4,21.0185530697861
"5",5,20.7243515960968
"6",6,19.793491227074
"7",7,23.1431216326374
"8",8,19.7920128343317
"9",9,24.647592354919
"10",10,19.8496181583444
"11",11,23.2424792808865
"12",12,25.8651296307511
"13",13,16.3347169869149
"14",14,19.2450260239552
"15",15,19.630354766281
"16",16,21.80178315397
"17",17,19.1784033838395
"18",18,12.17822911227
"19",19,12.6890144595251
"20",20,24.0191147014137
"21",21,19.0521670878653
"22",22,14.4147177084699
"23",23,19.4536373890248
"24",24,23.9098870242457
"25",25,26.1747232550283
"26",26,18.5812439663754
"27",27,19.1427258024074
"28",28,14.0629082956375
"29",29,21.5648819185618
"30",30,17.8022657850169
"31",31,21.5784698440517
"32",32,22.4644690792245
"33",33,23.6501481987659
"34",34,17.8350547916062
"35",35,21.8095162474087
"36",36,13.8000226045685
"37",37,17.1464627682461
"38",38,16.8826475735745
"39",39,11.0942790021472
"40",40,20.1341439039316
"41",41,20.7699547093774
"42",42,18.6419912469268
"43",43,22.869033457352
"44",44,17.2336799936326
"45",45,14.761342551305
"46",46,21.6664132843523
"47",47,16.8589339161024
"48",48,25.6201826028939
"49",49,18.312172529772
"50",50,22.5778931540022
"51",51,21.2720051819898
"52",52,16.8879305914954
"53",53,26.2855519381825
"54",54,22.5763117225639
"55",55,20.3613181705512
"56",56,21.1181088494573
"57",57,22.758213525294
"58",58,20.3662969587203
"59",59,7.74525789380189
"60",60,21.1711178880177
"61",61,18.484373278564
"62",62,20.7674351856838
"63",63,22.4197368572377
"64",64,25.8430435930547
"65",65,16.9528973741846
"66",66,25.4767913913981
"67",67,21.4171137290628
"68",68,24.3971454275595
"69",69,23.9117109416017
"70",70,23.0728728386511
"71",71,15.5389285773229
"72",72,19.613058966103
"73",73,22.6836627560411
"74",74,15.8831742368387
"75",75,17.6491531546569
"76",76,22.5237357367077
"77",77,23.3467310875992
"78",78,22.0264082937906
"79",79,16.118504672388
"80",80,15.167068759612
"81",81,26.6660750955789
"82",82,21.1397137217878
"83",83,20.3918624530538
"84",84,19.4628988455966
"85",85,14.6800443150043
"86",86,22.73312191555
"87",87,19.027791774749
"88",88,19.1796716011461
"89",89,24.1998808350718
"90",90,23.7069030477361
"91",91,26.2948559266225
"92",92,17.8416943177096
"93",93,22.9547252226046
"94",94,26.3349457610183
"95",95,14.9299727869894
"96",96,16.0621227025956
"97",97,14.8110149539319
"98",98,13.2947367852923
"99",99,20.3683332695854
"100",100,20
"101",101,20.8324457640462
"102",102,21.1477763829618
"103",103,18.6092575098592
"104",104,22.9750168530004
"105",105,18.8053024310287
"106",106,20.2053203985238
"107",107,19.1219435780232
"108",108,19.7311691951392
"109",109,20.4333304758485
"110",110,20.2857354978831
"111",111,19.9376473534894
"112",112,20.277201074094
"113",113,18.7189085827853
"114",114,18.6345546978414
"115",115,15.3944554245053
"116",116,18.9167669831384
"117",117,18.5182501729518
"118",118,27.9555531788742
"119",119,15.9194644458932
"120",120,20.4178796371187
"121",121,15.3831415075252
"122",122,15.3894572378294
"123",123,20.3963108961069
"124",124,16.7919423826042
"125",125,19.9940617466437
"126",126,18.588528590403
"127",127,17.9551207052225
"128",128,13.1823107340542
"129",129,15.8343904780395
"130",130,20.6164571617937
"131",131,21.9672230732622
"132",132,18.2766506064247
"133",133,20.0002217518857
"134",134,23.9922635168575
"135",135,25.1597503236
"136",136,16.0384122414548
"137",137,19.5732399913688
"138",138,24.4017634594955
"139",139,18.2672242012594
"140",140,19.8051507863762
"141",141,19.6781593674668
"142",142,16.6612615751516
"143",143,18.3172313983459
"144",144,19.887913283259
"145",145,18.4154445917795
"146",146,24.2867005276486
"147",147,18.1379800251496
"148",148,18.3141839664115
"149",149,22.7261424310938
"150",150,15.8465435954943
"151",151,19.8391904057029
"152",152,13.8399141383197
"153",153,24.6558207115367
"154",154,18.9034104998874
"155",155,18.116758031328
"156",156,14.9936823554363
"157",157,19.9684827042012
"158",158,16.7368194537117
"159",159,17.8156985798802
"160",160,25.2934705126166
"161",161,19.2755811454588
"162",162,15.5594611850906
"163",163,20.6787583425815
"164",164,18.4857893755006
"165",165,22.471953059185
"166",166,26.0228939073843
"167",167,15.8113263005029
"168",168,21.9250377823018
"169",169,20.3606889983548
"170",170,23.8175093860899
"171",171,19.0173156182779
"172",172,23.5894801809216
"173",173,12.4891659815294
"174",174,27.2942188110784
"175",175,23.7451228235158
"176",176,19.3450584419927
"177",177,13.6870978461865
"178",178,22.809592983516
"179",179,22.1173683809473
"180",180,19.9720705228451
"181",181,20.6674235981884
"182",182,17.41891556244
"183",183,21.6341150664646
"184",184,21.3090464725852
"185",185,18.7560817653981
"186",186,14.0324898744688
"187",187,23.1374884825037
"188",188,22.4875871147219
"189",189,16.2367795063512
"190",190,12.8070368304349
"191",191,20.9267793684693
"192",192,18.4358544059468
"193",193,21.1476894338361
"194",194,14.1072720747558
"195",195,15.6220121168831
"196",196,24.9671061433123
"197",197,21.8512948068249
"198",198,22.6949805218354
"199",199,28.3594359209857
"200",200,20
"201",201,18.6130615403664
"202",202,20.3666917307777
"203",203,21.6238014190955
"204",204,23.3147005387023
"205",205,17.5329951935361
"206",206,17.7605384747494
"207",207,18.5322856707294
"208",208,17.6840027297366
"209",209,18.5131201291976
"210",210,19.5554830476275
"211",211,17.0150753382442
"212",212,25.2247304508705
"213",213,20.2844237304376
"214",214,19.7722310415115
"215",215,21.3741494288334
"216",216,20.1060052045798
"217",217,19.6182164684267
"218",218,24.3483104538496
"219",219,19.3498355952909
"220",220,16.09204428853
"221",221,21.1921158222577
"222",222,18.8978334182249
"223",223,18.3417039268485
"224",224,16.5618183003206
"225",225,21.3956574664397
"226",226,19.4264642876185
"227",227,21.7183103311528
"228",228,19.2108227790341
"229",229,17.7602998722794
"230",230,24.2932965009853
"231",231,19.0581387354602
"232",232,23.3145213214849
"233",233,15.7627871513915
"234",234,18.3427950403223
"235",235,19.034774174369
"236",236,18.588256004556
"237",237,24.906037960347
"238",238,19.9166001134375
"239",239,20.900919724299
"240",240,16.5004347492241
"241",241,17.2744267404628
"242",242,23.7539368943266
"243",243,24.7623332696387
"244",244,24.7540025590296
"245",245,14.7140358386608
"246",246,27.8926512482041
"247",247,23.9365191266848
"248",248,19.8960204307527
"249",249,22.752529817457
"250",250,16.1806826567709
"251",251,15.6688195359567
"252",252,20.1947446087136
"253",253,15.2192191483176
"254",254,20.7614694387531
"255",255,25.2237226370506
"256",256,15.8199955335865
"257",257,17.0016034008529
"258",258,20.1898662066467
"259",259,15.8336108602517
"260",260,18.4243679867466
"261",261,23.6019788692432
"262",262,24.0169556161794
"263",263,21.5963734017852
"264",264,12.270889610588
"265",265,19.7737723155023
"266",266,24.4770440756534
"267",267,23.4312827261692
"268",268,19.1920627258107
"269",269,8.52936105444987
"270",270,20.2598812643884
"271",271,22.453744445356
"272",272,20.1965184010699
"273",273,20.6775138194036
"274",274,21.8632783675748
"275",275,18.2826488370056
"276",276,25.6902905195298
"277",277,22.0493670772473
"278",278,14.5702170549132
"279",279,26.0541004476931
"280",280,25.2929335575805
"281",281,23.6314625969263
"282",282,12.6531056819057
"283",283,17.4775078890648
"284",284,22.8233662588983
"285",285,20.1947530062412
"286",286,21.5541909723127
"287",287,31.0124287450106
"288",288,16.3265883116265
"289",289,10.4910016874988
"290",290,21.2346009215315
"291",291,16.8908324576505
"292",292,22.0217254505805
"293",293,16.3090967232063
"294",294,30.0734283348365
"295",295,19.4353628723568
"296",296,17.8163280201349
"297",297,19.2376964685786
"298",298,23.9635821261011
"299",299,20.4482695003456
"300",300,20
"301",301,19.9967971278091
"302",302,20.8352113877572
"303",303,20.0540528826502
"304",304,21.1830529730884
"305",305,19.7375562835921
"306",306,19.8873564465798
"307",307,21.0030591062557
"308",308,22.1817201626333
"309",309,17.1300683062565
"310",310,19.919700422475
"311",311,19.8236656039284
"312",312,18.0534069568485
"313",313,17.2702663470574
"314",314,18.2919462052077
"315",315,21.6269764666313
"316",316,18.8204690950675
"317",317,17.7313824422888
"318",318,20.4811693809268
"319",319,16.2951352527193
"320",320,23.1841861787791
"321",321,18.5020949957651
"322",322,20.5930122950903
"323",323,20.1621008674338
"324",324,19.9992253167396
"325",325,25.8951413684413
"326",326,17.279853692413
"327",327,23.8169418071865
"328",328,20.1063162627874
"329",329,17.1593002018418
"330",330,19.7638665091436
"331",331,22.5881134468734
"332",332,18.5121705276436
"333",333,17.2773596840564
"334",334,20.5431295707913
"335",335,23.5426555171962
"336",336,19.7347479834992
"337",337,14.9545714055981
"338",338,15.2129122728087
"339",339,17.1654822726828
"340",340,18.0425459894765
"341",341,19.9199127099849
"342",342,22.5218774222035
"343",343,18.35532670791
"344",344,15.7598356107495
"345",345,22.3243911440485
"346",346,21.0605499875671
"347",347,24.4803231450896
"348",348,13.4520868398999
"349",349,20.3415942845698
"350",350,25.3211829849561
"351",351,22.8613871811114
"352",352,16.6945222482634
"353",353,22.9220444473731
"354",354,16.5058985187643
"355",355,18.174915561596
"356",356,24.8012619708083
"357",357,18.8218814966992
"358",358,23.3784279301003
"359",359,18.8076134141916
"360",360,13.5197729898564
"361",361,16.4968235505561
"362",362,15.4901155595582
"363",363,17.9858921363502
"364",364,18.5961067703872
"365",365,19.3574833861623
"366",366,18.977220173324
"367",367,27.9841610942816
"368",368,14.1315354247388
"369",369,18.2376209321565
"370",370,21.4880228053078
"371",371,26.9643038649865
"372",372,20.3797996032128
"373",373,25.3333853092461
"374",374,12.899651022333
"375",375,26.2637844263973
"376",376,17.0003409822046
"377",377,18.7956702500318
"378",378,15.1524525820708
