"","IndexExp","ExpVal"
"1",1,0.198336811783888
"2",2,0.660895252134651
"3",3,0.283491037786007
"4",4,0.0381918982602656
"5",5,0.473176629282534
"6",6,1.46362713902237
"7",7,0.313984580803663
"8",8,0.410129568073899
"9",9,1.19159781029892
"10",10,0.714862477923644
"11",11,1.34471559669334
"12",12,2.40868442953805
"13",13,0.0961465616733308
"14",14,0.0571413609690035
"15",15,1.25396104897828
"16",16,0.309815737514284
"17",17,0.475191235542297
"18",18,0.622110282536596
"19",19,1.24558031182261
"20",20,0.370339458808303
"21",21,4.86280499555566
"22",22,0.665832160506397
"23",23,4.99596849545054
"24",24,0.223557286895812
"25",25,1.211384142707
"26",26,0.719092395454044
"27",27,1.30849199033778
"28",28,0.279957538936287
"29",29,0.231114131413583
"30",30,1.2870888262567
"31",31,0.569385551381856
"32",32,3.0185564382184
"33",33,0.497590772341937
"34",34,0.35455366037786
"35",35,1.75640900424662
"36",36,0.737499035852862
"37",37,0.0288258693180978
"38",38,0.351214549038559
"39",39,0.392659853973129
"40",40,1.90208584434333
"41",41,0.778293639379454
"42",42,0.656316970475018
"43",43,0.386409640777856
"44",44,1.41609192387677
"45",45,1.5231287832871
"46",46,0.438711675349623
"47",47,4.16812964131065
"48",48,1.19510703902216
"49",49,0.0288154166191816
"50",50,6.84657214357894
"51",51,0.163208005018532
"52",52,1.64953602655771
"53",53,1.12926040399344
"54",54,0.291263756807894
"55",55,0.551646725274622
"56",56,0.127293683122844
"57",57,1.44563612254523
"58",58,0.914020658428681
"59",59,0.334853029344231
"60",60,8.46233584432417
"61",61,0.468188602011651
"62",62,1.02543511423738
"63",63,0.0301266596652567
"64",64,0.487949292641133
"65",65,0.238318480085582
"66",66,0.252490689046681
"67",67,1.53640738212039
"68",68,0.512828600810047
"69",69,0.46649181144312
"70",70,0.0715225799940526
"71",71,5.7089360800005
"72",72,0.217874905094504
"73",73,0.673603118862957
"74",74,0.503045125398785
"75",75,1.06452850415158
"76",76,6.6523084469084
"77",77,1.11581099587948
"78",78,0.224266180302948
"79",79,0.65788426110521
"80",80,1.12003517798604
"81",81,1.33568768385322
"82",82,0.146951797883958
"83",83,0.179356607142836
"84",84,0.439314584713429
"85",85,1.27303936141999
"86",86,0.161866173315865
"87",87,0.448995199985802
"88",88,0.418296360387912
"89",89,0.401901221413169
"90",90,0.642807847820222
"91",91,2.51169745129411
"92",92,1.57386721475961
"93",93,2.36367300698969
"94",94,1.20159001758894
"95",95,0.634460888803005
"96",96,1.74759421116653
"97",97,0.103328872852718
"98",98,0.438757182564586
"99",99,0.989490990484965
"100",100,0.557618997059762
"101",101,1.27091118782283
"102",102,0.3571857358329
"103",103,0.551650085486472
"104",104,1.88924671328607
"105",105,3.55980553859678
"106",106,0.381573422494281
"107",107,1.96225026614013
"108",108,0.0704732211306691
"109",109,1.82274027532878
"110",110,0.773673325801545
"111",111,1.87511161520126
"112",112,0.459460193291306
"113",113,1.34063546541603
"114",114,1.34934590752692
"115",115,0.787755088861279
"116",116,0.649358812719584
"117",117,0.184608485084027
"118",118,0.588793955277652
"119",119,0.538064851425588
"120",120,0.219710492389546
"121",121,0.730189484502089
"122",122,0.484532903879881
"123",123,0.494722233619541
"124",124,0.0924170489796539
"125",125,0.844146189237845
"126",126,1.94370351164582
"127",127,0.568218765314668
"128",128,1.41727165496888
"129",129,1.41900862931254
"130",130,2.23549132222745
"131",131,2.8504348632999
"132",132,0.486375439446419
"133",133,0.462630954571068
"134",134,0.358434070192911
"135",135,0.802581327033704
"136",136,0.174990855507369
