"","IndexExp","ExpVal"
"1",1,0.523664097611089
"2",2,0.447548199736141
"3",3,1.1213397123617
"4",4,0.767790223184055
"5",5,1.4474832338687
"6",6,4.08031522266179
"7",7,1.04308639665916
"8",8,0.671011891546265
"9",9,1.36397204830479
"10",10,1.15382431426695
"11",11,2.73645589193927
"12",12,1.10257864874879
"13",13,0.456250039251793
"14",14,1.01720478937528
"15",15,2.89863796548282
"16",16,0.436706901473238
"17",17,0.261745259996012
"18",18,0.621952712571081
"19",19,3.56436747557545
"20",20,2.28310614336789
"21",21,0.557650682318781
"22",22,0.682366675971343
"23",23,0.186847093610395
"24",24,0.411256950860772
"25",25,0.514718611078414
"26",26,4.73103764911979
"27",27,1.6682888085291
"28",28,0.552361838803075
"29",29,2.4386001920368
"30",30,0.752473253141311
"31",31,1.03977987224143
"32",32,0.821440429723114
"33",33,1.65125815002991
"34",34,1.23312081659454
"35",35,0.1113764264129
"36",36,0.76098579458263
"37",37,0.151805731682051
"38",38,0.874051764991014
"39",39,0.549674011733048
"40",40,1.65216604300831
"41",41,1.58604205070823
"42",42,2.21098650133784
"43",43,0.343712239277427
"44",44,0.28864998499223
"45",45,2.14295976019862
"46",46,0.366158194040217
"47",47,0.606638232359578
"48",48,1.45790127765362
"49",49,0.30243159649933
"50",50,1.5977783537093
"51",51,1.31652235661908
"52",52,1.38348047284359
"53",53,1.74027975235255
"54",54,0.895955892301303
"55",55,0.350622824556428
"56",56,1.00379161213202
"57",57,1.26726200995446
"58",58,0.772510344946982
"59",59,1.0354768840768
"60",60,4.69786337656774
"61",61,1.27470984026402
"62",62,0.23245184374197
"63",63,0.970443409657107
"64",64,2.1720078996779
"65",65,0.714670487707791
"66",66,0.822913134341856
"67",67,1.06937476627546
"68",68,0.774102030369312
"69",69,1.20002154072476
"70",70,0.970715291464485
"71",71,0.368619610647732
"72",72,0.687316509080679
"73",73,0.899067346989901
"74",74,3.92801215814218
"75",75,0.845094747377725
"76",76,1.10171922378862
"77",77,0.157403001301521
"78",78,1.55716523324716
"79",79,4.69871653198213
"80",80,0.0702430183787808
"81",81,1.95315970103804
"82",82,0.735673479824463
"83",83,1.45202544188105
"84",84,1.42514521062917
"85",85,0.921746717077314
"86",86,2.22134191178746
"87",87,0.950005996160134
"88",88,0.538943857710426
"89",89,0.525011332119257
"90",90,1.19370557920998
"91",91,1.31245631358514
"92",92,0.0273955449463684
"93",93,0.876646296723707
"94",94,0.462103030013411
"95",95,0.487788388922684
"96",96,1.05132641042981
"97",97,1.31482746048285
"98",98,4.59517853052256
"99",99,1.01911410991137
"100",100,1.59541015299772
"101",101,1.54523399538134
"102",102,0.90129985308787
"103",103,0.899592877909871
"104",104,1.65800659161595
"105",105,0.427523417938517
"106",106,0.343531257072902
"107",107,1.03240618897642
"108",108,1.05414711901879
"109",109,2.97715995445088
"110",110,0.0845035793669365
"111",111,1.67540174987034
"112",112,0.75027518108722
"113",113,0.995228077221949
"114",114,2.58544359371763
"115",115,2.97595574990027
"116",116,2.91154415558842
"117",117,0.0658640664288624
"118",118,1.43251873371054
"119",119,1.64932432364735
"120",120,0.771941034538021
"121",121,1.43858172037413
"122",122,1.86221229343046
"123",123,2.06275272303339
"124",124,1.85877704745297
"125",125,1.10065690724178
"126",126,1.70878732083135
"127",127,0.509336706022529
"128",128,0.343706092686949
"129",129,0.949466454417073
"130",130,1.08378898164845
"131",131,0.558875803367596
"132",132,1.72252696745363
"133",133,1.51035295527516
"134",134,0.446413705928114
"135",135,0.712472162012215
"136",136,1.97581895273654
"137",137,0.792748165841907
"138",138,0.610962413821762
"139",139,0.955385152881036
"140",140,1.56341746871317
"141",141,0.709502331671522
"142",142,0.507584641586453
"143",143,2.97008392741787
"144",144,0.911384061193973
"145",145,1.05320834725597
"146",146,0.804296196622181
"147",147,0.769472247918169
"148",148,0.418847781567591
"149",149,1.14889124426031
"150",150,0.711237520477878
"151",151,1.1016389914061
"152",152,1.2733351276701
"153",153,0.913012170596078
"154",154,1.70414460777916
"155",155,1.26144875379942
"156",156,0.921741787164558
"157",157,0.818447889233858
"158",158,0.302706066045505
"159",159,0.673958217466598
"160",160,1.25457278135108
"161",161,0.455708428820369
"162",162,2.50018765464559
"163",163,1.73797322248735
"164",164,0.843927816834573
"165",165,2.99942813278428
"166",166,0.795401308526855
"167",167,2.56229395242502
"168",168,1.24256508061511
"169",169,0.618135647797873
"170",170,0.813538632813126
"171",171,1.06593530391932
"172",172,1.87593832855286
"173",173,1.90078133042045
"174",174,4.01815254034101
"175",175,2.07700613964276
"176",176,0.676140466922779
"177",177,0.78370085994519
"178",178,1.83064987007267
"179",179,0.868209580330545
"180",180,0.941825610017576
"181",181,0.513103433706332
"182",182,0.678610383110778
"183",183,1.24223101418529
"184",184,1.02953720690152
"185",185,1.02460300383135
"186",186,1.00832513875397
"187",187,0.513602089764789
"188",188,0.871633692410577
"189",189,0.66724410866363
"190",190,1.12718371417759
"191",191,0.837432314652688
"192",192,0.897638685220721
"193",193,0.654628402686549
"194",194,0.655244958679141
"195",195,0.480593806197372
"196",196,0.410461541710192
"197",197,3.15483246938141
"198",198,0.606823871727709
"199",199,1.02163874162926
"200",200,1.06059965591252
